Index,Protein_ID,NUM_TM,Category,pLDDT_mean_CA,pLDDT_mean_all
4334,Q9HB55,1,single-pass transmembrane,91.5302,91.6758
4335,Q9HB66,1,single-pass transmembrane,71.4132,71.9526
4336,Q9HB89,7,GPCR transmembrane,79.744,80.4727
4337,Q9HBA0,6,medium transmembrane,71.5328,72.0003
4338,Q9HBB8,1,single-pass transmembrane,68.4517,69.9585
4339,Q9HBE5,1,single-pass transmembrane,64.2302,65.5127
4340,Q9HBG4,8,large transmembrane,82.5128,82.9373
4341,Q9HBG7,1,single-pass transmembrane,66.2587,66.4206
4342,Q9HBI6,1,single-pass transmembrane,91.844,92.1367
4343,Q9HBJ8,1,single-pass transmembrane,76.98,77.3933
4344,Q9HBL6,1,single-pass transmembrane,80.448,80.7031
4345,Q9HBL7,2,medium transmembrane,89.8354,89.7675
4346,Q9HBM0,2,medium transmembrane,65.4596,66.0221
4347,Q9HBR0,12,large transmembrane,54.3327,54.8439
4348,Q9HBT6,1,single-pass transmembrane,77.1372,77.1477
4349,Q9HBU6,1,single-pass transmembrane,84.2641,85.2475
4350,Q9HBU9,3,medium transmembrane,75.2279,76.245
4351,Q9HBV1,3,medium transmembrane,82.235,81.7953
4352,Q9HBW0,7,GPCR transmembrane,85.516,85.5822
4353,Q9HBW1,1,single-pass transmembrane,77.2317,77.6873
4354,Q9HBW9,7,GPCR transmembrane,81.17,81.2631
4355,Q9HBX8,7,GPCR transmembrane,77.5889,78.1742
4356,Q9HBX9,7,GPCR transmembrane,81.245,81.167
4357,Q9HBY0,6,medium transmembrane,90.0279,90.1764
4358,Q9HC07,6,medium transmembrane,75.9338,76.0898
4359,Q9HC10,1,single-pass transmembrane,76.4832,77.0625
4360,Q9HC24,7,GPCR transmembrane,92.6018,92.4896
4361,Q9HC56,1,single-pass transmembrane,67.8056,67.7847
4362,Q9HC58,11,large transmembrane,70.3277,70.4204
4363,Q9HC73,1,single-pass transmembrane,76.8975,78.1125
4364,Q9HC97,7,GPCR transmembrane,85.5952,85.7991
4365,Q9HCC8,6,medium transmembrane,90.5784,90.591
4366,Q9HCE9,10,large transmembrane,62.3003,63.9931
4367,Q9HCF6,7,GPCR transmembrane,64.2138,64.66
4368,Q9HCJ1,12,large transmembrane,84.6236,84.6046
4369,Q9HCJ2,1,single-pass transmembrane,76.1113,76.2026
4370,Q9HCL0,1,single-pass transmembrane,68.7185,68.7587
4371,Q9HCM2,1,single-pass transmembrane,83.2379,83.6146
4372,Q9HCM3,1,single-pass transmembrane,44.1354,44.8546
4373,Q9HCN3,7,GPCR transmembrane,80.8144,81.3185
4374,Q9HCN6,1,single-pass transmembrane,75.7016,76.1537
4375,Q9HCP6,12,large transmembrane,91.2948,91.2268
4376,Q9HCQ5,1,single-pass transmembrane,89.3794,89.3878
4377,Q9HCS2,1,single-pass transmembrane,91.0609,91.2253
4378,Q9HCU0,1,single-pass transmembrane,63.5574,63.7763
4379,Q9HCU5,1,single-pass transmembrane,88.0396,88.2687
4380,Q9HCX4,6,medium transmembrane,82.0051,81.9593
4381,Q9HD20,12,large transmembrane,79.0785,79.437
4382,Q9HD23,2,medium transmembrane,71.0662,72.0029
4383,Q9HD36,1,single-pass transmembrane,86.1689,85.6741
4384,Q9HD45,9,large transmembrane,86.5806,86.4782
4385,Q9HD87,2,medium transmembrane,53.5548,53.4764
4386,Q9HDC5,1,single-pass transmembrane,65.3851,66.0123
4387,Q9HDC9,1,single-pass transmembrane,91.5253,91.7432
4388,Q9N2J8,2,medium transmembrane,61.0109,61.3797
4389,Q9N2K0,2,medium transmembrane,63.3562,63.661
4390,Q9NNX6,1,single-pass transmembrane,72.7028,73.247
4391,Q9NNZ3,1,single-pass transmembrane,78.3517,78.8451
4392,Q9NP58,11,large transmembrane,83.5793,83.6794
4393,Q9NP59,12,large transmembrane,80.5226,80.5102
4394,Q9NP78,10,large transmembrane,85.4806,85.808
4395,Q9NP84,1,single-pass transmembrane,72.6721,73.2729
4396,Q9NP85,1,single-pass transmembrane,74.0326,74.8666
4397,Q9NP91,12,large transmembrane,93.0806,93.1954
4398,Q9NP94,8,large transmembrane,82.4585,82.5398
4399,Q9NP99,1,single-pass transmembrane,70.7568,71.4291
4400,Q9NPA0,1,single-pass transmembrane,73.0297,74.3538
4401,Q9NPA1,3,medium transmembrane,72.7349,72.6827
4402,Q9NPB0,2,medium transmembrane,65.5593,66.7189
4403,Q9NPB9,7,GPCR transmembrane,81.5949,81.4419
4404,Q9NPC1,7,GPCR transmembrane,81.5153,81.7689
4405,Q9NPC2,4,medium transmembrane,76.4302,76.3875
4406,Q9NPC4,1,single-pass transmembrane,89.307,89.5696
4407,Q9NPD5,12,large transmembrane,79.3166,79.4163
4408,Q9NPE6,1,single-pass transmembrane,70.7286,71.5642
4409,Q9NPF0,1,single-pass transmembrane,61.662,62.3858
4410,Q9NPF2,1,single-pass transmembrane,89.1267,89.3922
4411,Q9NPG1,7,GPCR transmembrane,75.6528,76.0093
4412,Q9NPG4,1,single-pass transmembrane,66.0655,66.3798
4413,Q9NPG8,5,medium transmembrane,84.2763,84.1854
4414,Q9NPH3,1,single-pass transmembrane,86.0952,86.2248
4415,Q9NPH5,6,medium transmembrane,86.7653,86.7571
4416,Q9NPI0,4,medium transmembrane,86.4028,86.2396
4417,Q9NPI9,2,medium transmembrane,78.1769,78.3371
4418,Q9NPL8,2,medium transmembrane,71.9254,71.6239
4419,Q9NPR2,1,single-pass transmembrane,81.7398,82.3248
4420,Q9NPR9,7,GPCR transmembrane,74.3671,75.1287
4421,Q9NPU4,1,single-pass transmembrane,66.8863,66.7655
4422,Q9NPY3,1,single-pass transmembrane,70.2881,70.9699
4423,Q9NPZ5,1,single-pass transmembrane,86.0584,86.2432
4424,Q9NQ11,10,large transmembrane,79.4712,79.8363
4425,Q9NQ25,1,single-pass transmembrane,78.3667,78.5973
4426,Q9NQ34,1,single-pass transmembrane,72.4382,72.7328
4427,Q9NQ40,11,large transmembrane,80.15,80.3921
4428,Q9NQ84,7,GPCR transmembrane,70.557,70.7814
4429,Q9NQ90,9,large transmembrane,73.4346,74.6137
4430,Q9NQA5,6,medium transmembrane,82.5928,82.928
4431,Q9NQC3,2,medium transmembrane,41.4265,41.5289
4432,Q9NQG1,1,single-pass transmembrane,64.9773,65.1299
4433,Q9NQN1,7,GPCR transmembrane,83.3598,83.2917
4434,Q9NQQ7,10,large transmembrane,83.1556,83.1424
4435,Q9NQR9,9,large transmembrane,89.8404,89.9408
4436,Q9NQS3,1,single-pass transmembrane,73.2936,72.7903
4437,Q9NQS5,7,GPCR transmembrane,79.7996,80.4758
4438,Q9NQW8,4,medium transmembrane,68.2618,69.0176
4439,Q9NQX5,1,single-pass transmembrane,68.408,69.3238
4440,Q9NQX7,1,single-pass transmembrane,75.5925,76.5318
4441,Q9NQZ7,1,single-pass transmembrane,84.2668,84.2292
4442,Q9NR16,1,single-pass transmembrane,73.4714,73.6299
4443,Q9NR34,1,single-pass transmembrane,82.1174,82.904
4444,Q9NR61,1,single-pass transmembrane,75.0998,75.1662
4445,Q9NR71,1,single-pass transmembrane,91.1337,91.4153
4446,Q9NR77,5,medium transmembrane,86.8295,87.2913
4447,Q9NR82,6,medium transmembrane,56.328,57.4257
4448,Q9NR97,1,single-pass transmembrane,86.2645,86.2521
4449,Q9NRA2,11,large transmembrane,83.7758,83.81
4450,Q9NRB3,1,single-pass transmembrane,83.1154,83.8108
4451,Q9NRC1,3,medium transmembrane,79.614,79.8011
4452,Q9NRD8,7,GPCR transmembrane,83.5172,83.9241
4453,Q9NRD9,7,GPCR transmembrane,85.7384,85.8467
4454,Q9NRJ2,1,single-pass transmembrane,52.558,53.4204
4455,Q9NRJ7,1,single-pass transmembrane,82.6652,82.8839
4456,Q9NRK6,6,medium transmembrane,80.6667,81.3353
4457,Q9NRM0,12,large transmembrane,82.5531,82.6682
4458,Q9NRM6,1,single-pass transmembrane,79.7913,80.2445
4459,Q9NRP0,3,medium transmembrane,86.5294,86.3886
4460,Q9NRQ2,1,single-pass transmembrane,69.3989,70.1443
4461,Q9NRQ5,1,single-pass transmembrane,74.3908,73.7633
4462,Q9NRR2,1,single-pass transmembrane,83.0331,83.943
4463,Q9NRS4,1,single-pass transmembrane,87.9593,88.0987
4464,Q9NRU3,3,medium transmembrane,66.3367,67.2874
4465,Q9NRX3,1,single-pass transmembrane,84.7748,84.6393
4466,Q9NRX5,10,large transmembrane,77.5689,78.219
4467,Q9NRX6,2,medium transmembrane,71.1496,70.858
4468,Q9NRZ5,2,medium transmembrane,94.1839,94.3426
4469,Q9NRZ7,2,medium transmembrane,94.9266,94.9154
4470,Q9NS00,1,single-pass transmembrane,88.4219,88.655
4471,Q9NS40,6,medium transmembrane,60.969,61.3214
4472,Q9NS62,1,single-pass transmembrane,59.2321,59.602
4473,Q9NS64,2,medium transmembrane,60.9146,61.1921
4474,Q9NS66,7,GPCR transmembrane,82.7284,83.4786
4475,Q9NS67,7,GPCR transmembrane,78.1081,79.0524
4476,Q9NS68,1,single-pass transmembrane,60.2086,60.3807
4477,Q9NS69,1,single-pass transmembrane,70.6,72.0487
4478,Q9NS75,7,GPCR transmembrane,83.9422,84.1113
4479,Q9NS82,12,large transmembrane,83.0715,83.4498
4480,Q9NS84,1,single-pass transmembrane,79.7867,81.0771
4481,Q9NS93,7,GPCR transmembrane,88.0724,88.3789
4482,Q9NSA0,12,large transmembrane,87.5901,87.7102
4483,Q9NSA2,6,medium transmembrane,70.0922,71.3109
4484,Q9NSC7,1,single-pass transmembrane,72.0544,73.133
4485,Q9NSD5,12,large transmembrane,88.3565,88.7842
4486,Q9NSD7,8,large transmembrane,72.4419,73.6482
4487,Q9NSK7,2,medium transmembrane,59.8906,59.1544
4488,Q9NSU2,1,single-pass transmembrane,80.3332,81.112
4489,Q9NT99,1,single-pass transmembrane,71.9657,73.6076
4490,Q9NTG1,11,large transmembrane,70.8451,71.3523
4491,Q9NTI2,10,large transmembrane,80.9083,81.1797
4492,Q9NTJ5,2,medium transmembrane,90.4372,90.4879
4493,Q9NTN3,10,large transmembrane,79.6336,79.7821
4494,Q9NTN9,1,single-pass transmembrane,79.8614,80.4769
4495,Q9NTQ9,4,medium transmembrane,77.7964,78.4109
4496,Q9NU53,1,single-pass transmembrane,70.2713,71.0239
4497,Q9NUB4,2,medium transmembrane,61.0617,61.1409
4498,Q9NUD9,10,large transmembrane,90.0029,90.0086
4499,Q9NUE0,4,medium transmembrane,80.1245,81.6324
4500,Q9NUH8,4,medium transmembrane,59.6389,58.7994
4501,Q9NUM3,8,large transmembrane,79.7979,79.391
4502,Q9NUM4,1,single-pass transmembrane,75.8878,76.1173
4503,Q9NUN5,9,large transmembrane,83.5796,83.9227
4504,Q9NUN7,7,GPCR transmembrane,93.3829,93.4403
4505,Q9NUQ2,4,medium transmembrane,94.0738,94.2176
4506,Q9NUR3,2,medium transmembrane,57.048,56.6979
4507,Q9NUT2,6,medium transmembrane,78.1575,78.0579
4508,Q9NUU6,1,single-pass transmembrane,89.1347,89.4552
4509,Q9NV12,4,medium transmembrane,86.5729,86.3223
4510,Q9NV29,2,medium transmembrane,65.0674,65.1034
4511,Q9NV58,2,medium transmembrane,55.0219,55.6627
4512,Q9NV64,8,large transmembrane,73.37,74.6516
4513,Q9NV66,1,single-pass transmembrane,80.7297,80.8786
4514,Q9NV92,2,medium transmembrane,55.5783,56.8896
4515,Q9NV96,2,medium transmembrane,89.3704,89.9584
4516,Q9NVA4,8,large transmembrane,72.0358,72.6492
4517,Q9NVC3,11,large transmembrane,83.8086,83.7495
4518,Q9NVH0,1,single-pass transmembrane,79.0735,79.4456
4519,Q9NVM1,1,single-pass transmembrane,62.8114,63.1673
4520,Q9NVV0,7,GPCR transmembrane,80.0891,80.3489
4521,Q9NVV5,6,medium transmembrane,93.9563,94.0549
4522,Q9NW15,10,large transmembrane,86.8422,87.0168
4523,Q9NW97,2,medium transmembrane,59.8104,60.0678
4524,Q9NWC5,7,GPCR transmembrane,91.7635,91.8591
4525,Q9NWD8,2,medium transmembrane,72.4382,72.6907
4526,Q9NWF4,11,large transmembrane,83.8055,84.1652
4527,Q9NWH2,2,medium transmembrane,73.3666,73.8687
4528,Q9NWQ8,1,single-pass transmembrane,54.601,55.0554
4529,Q9NWR8,2,medium transmembrane,75.8908,75.3425
4530,Q9NWS8,1,single-pass transmembrane,70.2612,70.5653
4531,Q9NWW5,7,GPCR transmembrane,85.4523,86.3737
4532,Q9NWW9,1,single-pass transmembrane,77.1348,78.9875
4533,Q9NX00,3,medium transmembrane,75.6211,75.776
4534,Q9NX14,1,single-pass transmembrane,77.4207,78.6317
4535,Q9NX47,4,medium transmembrane,86.5549,86.5044
4536,Q9NX52,7,GPCR transmembrane,85.7978,85.6319
4537,Q9NX61,9,large transmembrane,84.9608,85.5982
4538,Q9NX76,4,medium transmembrane,77.0805,77.3086
4539,Q9NX77,2,medium transmembrane,61.5376,61.6429
4540,Q9NX78,10,large transmembrane,92.4794,92.6704
4541,Q9NX94,1,single-pass transmembrane,55.4471,56.1717
4542,Q9NX95,3,medium transmembrane,54.7561,55.648
4543,Q9NXB9,7,GPCR transmembrane,87.0627,87.6771
4544,Q9NXE4,2,medium transmembrane,71.4357,72.2019
4545,Q9NXF8,4,medium transmembrane,83.8249,83.8086
4546,Q9NXG6,1,single-pass transmembrane,80.8312,81.6871
4547,Q9NXH8,1,single-pass transmembrane,79.1703,79.2565
4548,Q9NXI6,2,medium transmembrane,68.3566,69.1499
4549,Q9NXJ0,4,medium transmembrane,72.0949,71.9345
4550,Q9NXK6,8,large transmembrane,92.4448,92.4436
4551,Q9NXL6,11,large transmembrane,79.8765,80.4918
4552,Q9NXS2,1,single-pass transmembrane,89.5751,89.4637
4553,Q9NXW2,1,single-pass transmembrane,77.071,77.7308
4554,Q9NY25,1,single-pass transmembrane,84.8616,85.4514
4555,Q9NY26,8,large transmembrane,80.3829,80.6178
4556,Q9NY28,2,medium transmembrane,87.018,86.9316
4557,Q9NY35,4,medium transmembrane,87.1831,86.7612
4558,Q9NY37,3,medium transmembrane,84.2042,84.2983
4559,Q9NY46,24,large transmembrane,68.3409,68.8059
4560,Q9NY59,2,medium transmembrane,74.8599,76.6368
4561,Q9NY64,12,large transmembrane,84.7077,85.0584
4562,Q9NY72,1,single-pass transmembrane,86.0437,86.2518
4563,Q9NY91,14,large transmembrane,84.8174,85.0606
4564,Q9NY97,1,single-pass transmembrane,90.9068,91.2821
4565,Q9NYB5,12,large transmembrane,78.2204,77.9491
4566,Q9NYG2,4,medium transmembrane,85.6242,85.2213
4567,Q9NYG8,4,medium transmembrane,78.7174,79.114
4568,Q9NYJ7,1,single-pass transmembrane,65.2464,65.6241
4569,Q9NYK1,1,single-pass transmembrane,87.5197,87.5433
4570,Q9NYL4,1,single-pass transmembrane,87.3894,87.4472
4571,Q9NYL5,1,single-pass transmembrane,92.0813,92.1765
4572,Q9NYM4,7,GPCR transmembrane,76.1179,76.4255
4573,Q9NYM9,1,single-pass transmembrane,88.5233,88.5599
4574,Q9NYP7,7,GPCR transmembrane,83.1838,83.7115
4575,Q9NYV7,7,GPCR transmembrane,82.4607,82.4843
4576,Q9NYV8,7,GPCR transmembrane,81.1952,81.3367
4577,Q9NYV9,7,GPCR transmembrane,88.2305,88.1023
4578,Q9NYW0,7,GPCR transmembrane,87.3421,87.2449
4579,Q9NYW1,7,GPCR transmembrane,83.4181,83.1535
4580,Q9NYW2,7,GPCR transmembrane,82.6272,82.5435
4581,Q9NYW3,7,GPCR transmembrane,85.7715,85.774
4582,Q9NYW4,7,GPCR transmembrane,77.4351,77.2196
4583,Q9NYW5,7,GPCR transmembrane,84.2655,84.1198
4584,Q9NYW6,7,GPCR transmembrane,86.7765,86.9512
4585,Q9NYW7,7,GPCR transmembrane,79.9866,79.9904
4586,Q9NYX4,1,single-pass transmembrane,54.8017,54.8959
4587,Q9NYZ1,4,medium transmembrane,80.4463,80.6712
4588,Q9NYZ4,1,single-pass transmembrane,74.2295,74.7987
4589,Q9NZ01,6,medium transmembrane,94.4003,94.5005
4590,Q9NZ42,1,single-pass transmembrane,92.6544,92.8779
4591,Q9NZ43,1,single-pass transmembrane,72.6473,73.2285
4592,Q9NZ45,1,single-pass transmembrane,91.2977,91.181
4593,Q9NZ53,1,single-pass transmembrane,54.9108,55.9403
4594,Q9NZ94,1,single-pass transmembrane,76.4244,76.8056
4595,Q9NZC2,1,single-pass transmembrane,76.9612,77.0499
4596,Q9NZC3,2,medium transmembrane,94.3875,94.1127
4597,Q9NZD1,7,GPCR transmembrane,76.2661,76.6534
4598,Q9NZG7,3,medium transmembrane,67.6047,67.5437
4599,Q9NZH0,7,GPCR transmembrane,73.7085,73.7904
4600,Q9NZJ5,1,single-pass transmembrane,59.1491,59.9339
4601,Q9NZJ7,5,medium transmembrane,74.2037,75.8868
4602,Q9NZM1,1,single-pass transmembrane,79.1083,79.7279
4603,Q9NZM6,6,medium transmembrane,81.3611,81.4168
4604,Q9NZN1,1,single-pass transmembrane,76.3009,76.7044
4605,Q9NZP0,7,GPCR transmembrane,91.3499,91.3845
4606,Q9NZP2,7,GPCR transmembrane,89.3372,89.4049
4607,Q9NZP5,7,GPCR transmembrane,89.3482,89.4463
4608,Q9NZQ7,1,single-pass transmembrane,88.2408,88.1212
4609,Q9NZQ8,6,medium transmembrane,76.8167,77.4176
4610,Q9NZS2,1,single-pass transmembrane,78.1301,78.7697
4611,Q9NZS9,6,medium transmembrane,81.9748,82.453
4612,Q9NZU0,1,single-pass transmembrane,74.7479,75.0194
4613,Q9NZU1,1,single-pass transmembrane,73.8356,74.6448
4614,Q9NZV1,1,single-pass transmembrane,67.3799,67.0977
4615,Q9NZV8,6,medium transmembrane,71.8999,72.6448
4616,Q9P003,4,medium transmembrane,92.0693,92.1768
4617,Q9P035,5,medium transmembrane,88.7138,88.7886
4618,Q9P055,7,GPCR transmembrane,86.5672,86.8951
4619,Q9P0I2,3,medium transmembrane,76.9903,77.7077
4620,Q9P0J0,1,single-pass transmembrane,94.1727,94.5484
4621,Q9P0K1,1,single-pass transmembrane,73.4695,73.4228
4622,Q9P0K9,1,single-pass transmembrane,74.4095,75.9792
4623,Q9P0L0,1,single-pass transmembrane,78.7408,79.6993
4624,Q9P0L9,6,medium transmembrane,75.2627,76.0363
4625,Q9P0M6,1,single-pass transmembrane,82.6048,82.9511
4626,Q9P0N5,4,medium transmembrane,89.1888,89.2486
4627,Q9P0N8,2,medium transmembrane,71.3904,72.5755
4628,Q9P0S2,1,single-pass transmembrane,75.4305,75.3043
4629,Q9P0S3,4,medium transmembrane,93.3638,93.5729
4630,Q9P0S9,2,medium transmembrane,62.3732,61.0248
4631,Q9P0T7,1,single-pass transmembrane,72.5627,73.2227
4632,Q9P0U1,1,single-pass transmembrane,92.6467,92.7972
4633,Q9P0V8,1,single-pass transmembrane,80.2077,80.2773
4634,Q9P0X4,23,large transmembrane,59.3334,60.5778
4635,Q9P109,1,single-pass transmembrane,90.9191,90.5875
4636,Q9P126,1,single-pass transmembrane,88.1186,88.701
4637,Q9P1P4,7,GPCR transmembrane,82.4089,82.3352
4638,Q9P1P5,7,GPCR transmembrane,86.9304,86.7974
4639,Q9P1Q5,7,GPCR transmembrane,88.0145,87.9933
4640,Q9P1W3,11,large transmembrane,74.1051,74.5735
4641,Q9P1Z3,6,medium transmembrane,72.0644,73.6466
4642,Q9P241,10,large transmembrane,72.1472,73.0018
4643,Q9P244,1,single-pass transmembrane,69.6202,70.5855
4644,Q9P246,1,single-pass transmembrane,65.0975,66.2673
4645,Q9P273,1,single-pass transmembrane,77.674,78.0769
4646,Q9P283,1,single-pass transmembrane,74.8997,75.445
4647,Q9P291,2,medium transmembrane,73.1216,74.7285
4648,Q9P296,7,GPCR transmembrane,84.6524,84.4806
4649,Q9P298,3,medium transmembrane,68.0352,67.6226
4650,Q9P2B2,1,single-pass transmembrane,84.2605,84.3926
4651,Q9P2C4,8,large transmembrane,70.9027,71.8507
4652,Q9P2E7,1,single-pass transmembrane,73.3489,74.061
4653,Q9P2E8,4,medium transmembrane,61.8594,62.7736
4654,Q9P2E9,2,medium transmembrane,68.2188,68.8628
4655,Q9P2J2,1,single-pass transmembrane,66.7294,66.9948
4656,Q9P2K9,13,large transmembrane,70.703,71.0231
4657,Q9P2S2,1,single-pass transmembrane,73.9556,74.7075
4658,Q9P2U7,13,large transmembrane,80.0994,80.2484
4659,Q9P2U8,13,large transmembrane,77.884,77.7563
4660,Q9P2V4,1,single-pass transmembrane,74.4019,74.6461
4661,Q9P2W7,1,single-pass transmembrane,86.9337,87.0287
4662,Q9P2W9,1,single-pass transmembrane,72.4159,73.262
4663,Q9P2X0,2,medium transmembrane,87.2891,87.1479
4664,Q9UBD6,12,large transmembrane,92.1803,92.3015
4665,Q9UBG0,1,single-pass transmembrane,77.5684,78.221
4666,Q9UBH6,10,large transmembrane,83.3668,83.7337
4667,Q9UBJ2,7,GPCR transmembrane,80.7342,81.3779
4668,Q9UBK5,1,single-pass transmembrane,67.4978,67.319
4669,Q9UBL9,2,medium transmembrane,79.8854,80.7896
4670,Q9UBM1,5,medium transmembrane,93.9845,93.8673
4671,Q9UBM7,10,large transmembrane,91.2967,91.7158
4672,Q9UBM8,1,single-pass transmembrane,86.7521,86.6485
4673,Q9UBN1,5,medium transmembrane,66.136,65.7244
4674,Q9UBN4,6,medium transmembrane,74.1614,74.5633
4675,Q9UBN6,1,single-pass transmembrane,61.0537,60.8555
4676,Q9UBP0,1,single-pass transmembrane,75.9218,76.97
4677,Q9UBQ6,1,single-pass transmembrane,89.2082,89.4268
4678,Q9UBR5,4,medium transmembrane,77.1014,76.1574
4679,Q9UBS5,7,GPCR transmembrane,84.1431,84.332
4680,Q9UBS9,1,single-pass transmembrane,52.3438,52.98
4681,Q9UBU6,3,medium transmembrane,58.9859,60.0734
4682,Q9UBV2,2,medium transmembrane,81.0327,81.446
4683,Q9UBV7,1,single-pass transmembrane,88.1251,88.8786
4684,Q9UBX8,1,single-pass transmembrane,89.199,89.3917
4685,Q9UBY0,13,large transmembrane,66.1894,66.3661
4686,Q9UBY5,7,GPCR transmembrane,81.6934,81.8926
4687,Q9UBY8,7,GPCR transmembrane,89.9136,90.2671
4688,Q9UDW1,1,single-pass transmembrane,94.3733,94.7092
4689,Q9UEF7,1,single-pass transmembrane,88.9611,89.3527
4690,Q9UEU0,1,single-pass transmembrane,83.2272,83.784
4691,Q9UEW3,1,single-pass transmembrane,61.222,62.3535
4692,Q9UF02,4,medium transmembrane,72.9451,72.7408
4693,Q9UF33,1,single-pass transmembrane,78.6331,79.1057
4694,Q9UGF5,7,GPCR transmembrane,87.3934,87.3834
4695,Q9UGF6,7,GPCR transmembrane,84.8824,84.6476
4696,Q9UGF7,7,GPCR transmembrane,80.881,80.6835
4697,Q9UGH3,12,large transmembrane,77.2964,77.6435
4698,Q9UGI6,6,medium transmembrane,67.964,68.732
4699,Q9UGM1,4,medium transmembrane,80.8335,81.0061
4700,Q9UGN4,1,single-pass transmembrane,70.9737,70.9677
4701,Q9UGP8,3,medium transmembrane,78.2273,78.5817
4702,Q9UGQ2,4,medium transmembrane,61.9738,62.8
4703,Q9UGQ3,12,large transmembrane,81.5558,81.6744
4704,Q9UGT4,1,single-pass transmembrane,90.8186,91.1768
4705,Q9UH62,2,medium transmembrane,76.3942,76.8254
4706,Q9UH99,3,medium transmembrane,67.3562,67.9805
4707,Q9UHC3,2,medium transmembrane,82.75,83.0987
4708,Q9UHC6,1,single-pass transmembrane,83.7479,84.1847
4709,Q9UHC9,13,large transmembrane,84.2717,84.6511
4710,Q9UHE5,2,medium transmembrane,92.6582,92.917
4711,Q9UHE8,6,medium transmembrane,84.4386,84.3093
4712,Q9UHF3,2,medium transmembrane,91.3811,91.3101
4713,Q9UHF4,1,single-pass transmembrane,63.9776,64.7274
4714,Q9UHI5,12,large transmembrane,81.5132,81.8899
4715,Q9UHI7,12,large transmembrane,82.0056,81.8992
4716,Q9UHJ9,6,medium transmembrane,90.3049,90.2377
4717,Q9UHM6,7,GPCR transmembrane,74.2237,74.648
4718,Q9UHN6,1,single-pass transmembrane,89.7384,89.8394
4719,Q9UHP7,1,single-pass transmembrane,86.5073,87.0412
4720,Q9UHQ4,3,medium transmembrane,85.8222,85.7027
4721,Q9UHQ9,1,single-pass transmembrane,94.4109,94.6323
4722,Q9UHW9,12,large transmembrane,79.841,79.7151
4723,Q9UHX3,7,GPCR transmembrane,79.2076,79.2314
4724,Q9UI14,3,medium transmembrane,81.5455,81.9891
4725,Q9UI33,24,large transmembrane,69.5022,69.8613
4726,Q9UI40,11,large transmembrane,66.816,67.3344
4727,Q9UI54,1,single-pass transmembrane,78.422,78.402
4728,Q9UIB8,1,single-pass transmembrane,74.7749,74.9452
